中文名,外文名,机构属性,行动领域,细分行动领域,设立年份,所在地,官网,微信公众号,LinkedIn,机构介绍,参考资料
全球风险管理专业人士协会（美国）上海代表处,Global Association of Risk Professionals (GARP) Shanghai Representative Office,境外非政府组织,,,2026,上海,https://www.garp.org/china,GARP,,,
韩国财团法人济州特别自治道经济通商振兴院山东代表处,Jeju Economic and Trade Promotion Agency Shandong Representative Office,境外非政府组织,,,2026,山东青岛,http://jejutrade.or.kr/en,,,,
精算师协会（美国）北京代表处,Society of Actuaries (SOA) Beijing Representative Office,境外非政府组织,,,2026,北京,https://www.soa.org/,SOA官方账号,,,
国际金融协会（美国）北京代表处,Institute of International Finance (IIF) Beijing Representative Office,境外非政府组织,,,2026,北京,https://www.iif.com/,,,,
法国布列塔尼国际交流协会湖南代表处,BREIZH China International Hunan Representative Office,境外非政府组织,,,2026,湖南长沙,https://breizhchina.com/,,,,
全球林产品绿色供应链（澳门）联合会湖南代表处,Global Green Supply Chain of Forest Products (Macao) Federation (GGFPSC) Hunan Office,境外非政府组织,,,2026,湖南长沙,https://www.macaufd.net/,全球林产品绿色供应链澳门联合会,,,
儿童医健基金会有限公司（中国香港）重庆代表处,Children's Medical Foundation Limited Chongqing Representative Office,境外非政府组织,,,2026,重庆,https://cmf.org.hk/cn,儿童医健基金会,,,
澳门酒店旅业商会广东办事处,Macao Hoteliers & Innkeepers Association Guangdong Office,境外非政府组织,,,2026,广东珠海,,,,,
万维网联盟（美国）深圳代表处,World Wide Web Consortium (W3C) Shenzhen Office,境外非政府组织,,,2026,广东深圳,https://www.w3.org/zh-hans/,W3C资讯,,,
吉尔吉斯共和国工商会新疆代表处,Chamber of Commerce and Industry of the Kyrgyz Republic (CCI KR) Xinjiang Representative Office,境外非政府组织,,,2026,新疆乌鲁木齐,http://enold.cci.kg/,,,,
世界旅游联盟,World Tourism Alliance (WTA) ,,,,2017,浙江杭州,https://www.wta-web.org/eng,世界旅游联盟,,,
国际机器人组织联盟,International Alliance of Robotics Associations (IARA),,,,2020,浙江杭州,https://www.iara.global/,,,,
联合国全球地理信息知识与创新中心,United Nations Global Geospatial Knowledge and Innovation Centre (UN-GGIM),,,,2022,浙江湖州,https://ggim.un.org/,地理信息小镇,,,
丝路国际联盟,Silk Road International Association (SRIA),,,,2017,浙江杭州,,,,,
联合国统计大数据和数据科学全球中心,United Nations Global Hub on Big Data and Data Science for Official Statistics (UNBDC),,,,2020,浙江杭州,https://unbdc.stats.gov.cn/,浙江调查,,,
联合国附属空间科技教育亚太区域中心（中国）,Regional Centre for Space Science and Technology Education in Asia and the Pacific (China) (RCSSTEAP),,,,2014,浙江杭州,https://rcssteap.buaa.edu.cn/kjkjjyev/index.htm,联合国附属区域中心,,,
世界包装组织亚洲总部（世包中心）,World Packaging Center Group (WPO),,,,2010,浙江杭州,https://worldpackaging.org/,世包国际中心,,,
全球制造业合作联盟中国总部,China Headquarters of Global Alliance for Manufacturing Cooperation,,,,2017,浙江杭州,,,,,
世界青年科学家联合会,World Association of Young Scientists (WAYS),国际性社会组织,,,2024,浙江温州,https://waysscience.com/,世界青年科学家联合会,,,
亚洲龙舟联合会办事处,Asian Dragon Boat Federation (ADBF),,,,2025,浙江温州,,,,,
国际电工委员会国际标准促进中心（南京）,IEC International Standard Promotion Center (Nanjing),,,,2021,江苏南京,https://en.iec-ispc.com/,IEC国际标准促进中心 南京,,,
国际志愿服务工作委员会秘书处,The Working Committee on International Volunteer Service,,,,2022,江苏南京,https://www.cvf.org.cn/,中国志愿,,,
联合国教科文组织亚太地区世界遗产培训与研究中心苏州分中心,World Heritage Institute of Training and Research for the Asia and the Pacific Region under the Auspices of UNESCO (WHITR-AP Suzhou),,,,2008,江苏苏州,https://www.whitr-ap.org/,亚太遗产中心,,,
野生生物保护学会广州办公室,Wildlife Conservation Society (WCS) Guangzhou Representative Office,,,,2008,广东广州,http://wcs.org.cn/,WCS野生生物保护学会,,,
救助儿童会广州项目团队,Save the Children Guangzhou Team,,,,2016,广东广州,http://savethechildren.org.cn/,救助儿童会,,,
联合国开发计划署可持续发展创新实验室,UNDP SDG Innovation Lab (SPARK Lab) Shenzhen Longhua (HUA HUB),,,,2024,广东深圳,https://www.undp.org/zh/china,联合国开发计划署,,,
联合国开发计划署-清华大学青年人才创新实验室（深圳）,,,,,2026,广东深圳,https://www.undp.org/zh/china,联合国开发计划署,,,
联合国开发计划署-同济大学城市防灾韧性创新实验室（上海）,,,,,2025,上海,https://www.undp.org/zh/china,联合国开发计划署,,,
联合国开发计划署可持续发展创新实验室（成都）,,,,,2019,四川成都,https://www.undp.org/zh/china,联合国开发计划署,,,
世界无线局域网应用发展联盟,World WLAN Application Alliance (WAA),国际性社会组织,,,2022,广东深圳,https://cn.waa-alliance.org/,WAA联盟,,,
国际星闪无线短距通信联盟,International SparkLink Wireless Short-Range Communication Alliance (iSLA),国际性社会组织,,,2023,广东深圳,https://www.isla.org.cn/,国际星闪联盟,,,
世界超高清视频产业联盟,UHD World Association (UWA),国际性社会组织,,,2022,广东深圳,https://www.theuwa.com/,UWA世界超高清视频产业联盟,,,
全球计算联盟,Global Computing Consortium (GCC),国际性社会组织,,,2024,广东深圳,https://www.gccorg.com/,全球计算联盟GCC,,,
全球固定网络创新联盟,Network Innovation and Development Alliance (NIDA),国际性社会组织,,,2024,广东深圳,https://www.nida-alliance.com/,NIDA全球固定网络创新联盟,,,
联合国训练研究所繁荣联盟成都中心,UNITAR Prosperity Alliance Chengdu,,,,2025,四川成都,https://unitar.org/sustainable-development-goals/prosperity/our-portfolio/prosperity-alliance,联合繁荣成都中心,,,
联合国训练研究所繁荣联盟北京中心,UNITAR Prosperity Alliance Beijing,,,,,北京,https://unitar.org/sustainable-development-goals/prosperity/our-portfolio/prosperity-alliance,,,,
联合国训练研究所繁荣联盟上海中心,UNITAR Prosperity Alliance Shanghai,,,,,上海,https://unitar.org/sustainable-development-goals/prosperity/our-portfolio/prosperity-alliance,,,,
联合国训练研究所繁荣联盟深圳中心,UNITAR Prosperity Alliance Shenzhen,,,,,广东深圳,https://unitar.org/sustainable-development-goals/prosperity/our-portfolio/prosperity-alliance,,,,
联合国和平大学驻华代表处,UN-established University for Peace (UN-UPEACE),,,,2020,北京,https://upeace.org/,联合国和平大学驻华代表处,,,
联合国和平大学领导力与可持续发展研究院,UN-UPEACE Leadership and Sustainable Development Research Institute,,,,2025,山东威海,https://upeace.org/,联合国和平大学驻华代表处,,,
国际深空探测学会,International Deep Space Exploration Association (IDSEA),国际性社会组织,,,2025,安徽合肥,,国际深空探测学会,,,
国际机械系统动力学学会,International Society of Mechanical System Dynamics (ISMSD),国际性社会组织,,,2024,江苏南京,https://www.ismsd.com/,国际机械系统动力学学会ISMSD,,,
国际介科学组织,International Panel of Mesoscience (IPM),国际性社会组织,,,2023,北京,http://mesoscience.org.cn/,国际介科学组织,,,
国际古地理学会,International Association for Palaeogeography(IAP),国际性社会组织,,,2022,北京,https://www.isp2022.org/,国际古地理学会,,,
国际山地旅游联盟,International Mountain Tourism Alliance (IMTA),国际性社会组织,,,2017,贵州贵阳,http://www.imtaweb.net/,国际山地旅游联盟,,,
国际二战博物馆协会,International WWII Museum Association (IWMA),国际性社会组织,,,2016,北京,https://www.iwwma.com/,中国人民抗日战争纪念馆,,,
国际武术联合会,International Wushu Federation (IWUF),国际性社会组织,,,2001,北京,https://iwuf.org/,国际武术联合会IWUF,,,
全球智慧物联网联盟（北京）,Global Intelligent Internet of Things Consortium (GIIC),国际性社会组织,,,2024,北京,https://www.giiconsortium.org/,全球智慧物联网联盟GIIC,,,
全球智慧物联网联盟（深圳）,Global Intelligent Internet of Things Consortium (GIIC),国际性社会组织,,,2024,广东深圳,https://www.giiconsortium.org/,全球智慧物联网联盟GIIC,,,
全球可持续交通创新联盟,Global Sustainable Transport Innovation Alliance (GSTIA),国际性社会组织,,,2024,北京,http://gstikc.org.cn/cxlm/,全球可持续交通创新联盟,,,
全球音乐教育联盟,Global Music Education League(GMEL),国际性社会组织,,,2021,北京,http://www.cimcompetition.com/zh-cn/,,,,
全球中央对手方协会,Global Association of Central Counterparties (CCP12),国际性社会组织,,,2016,上海,https://ccp-global.org/,,,,
世界数据组织,World Data Organization (WDO),国际性社会组织,,,2026,北京,,世界数据组织,,,
世界新能源汽车发展组织,World New Energy Vehicle Development Organization (WNEVDO),国际性社会组织,,,2025,海南海口,https://www.wnevdo.net/,世界新能源汽车大会,,,
世界剧院联盟,World Association for Performing Arts (WAPA),国际性社会组织,,,2023,北京,https://bfpa.chncpa.org/chn/,国家大剧院,,,
世界道教联合会,World Federation of Daoism(WFD),国际性社会组织,,,2023,北京,http://taoist.org.cn/lianhe2024/,,,,
世界中国学研究联合会,World Association for China Studies (WACS),国际性社会组织,,,2022,北京,https://www.wacs.org.cn/,世界中国学研究联合会,,,
世界珠算心算联合会,The World Association of Abacus and Mental Arithmetic (WAAMA),国际性社会组织,,,2004,北京,http://en.waama.org.cn/,中国珠算心算协会,,,
世界互联网大会,World Internet Conference (WIC),国际性社会组织,,,2022,北京,https://www.wicinternet.org/,世界互联网大会,,,
亚洲仿真联盟,Asia Simulation Federation (ASIASIM),国际性社会组织,,,2024,浙江杭州,https://www.asiasim.org.cn/,万物仿真 ASIASIM,,,
亚洲仿真联盟（北京办公室）,Asia Simulation Federation (ASIASIM),国际性社会组织,,,2026,北京,https://www.asiasim.org.cn/,万物仿真 ASIASIM,,,
亚洲金融合作协会,Asian Financial Cooperation Association (AFCA),国际性社会组织,,,2017,北京,https://cn.afca-asia.org/,亚洲金融合作协会,,,
联合国教科文组织国际工程教育中心,,,,,,北京,,,,,
联合国教科文组织亚太国际理论物理中心,,,,,,北京,,,,,
联合国教科文组织联系学校网络国际中心,,,,,,海南三亚,,,,,
联合国教科文组织国际科学和技术战略研究与培训中心,,,,,,北京,,,,,
联合国教科文组织国际工程科学与技术知识中心,,,,,,北京,,,,,
联合国教科文组织国际STEM教育研究所,,,,,,上海,,,,,
上海合作组织农业技术交流培训示范基地,,,,,,陕西咸阳,,,,,
中国-上海合作组织科技创新合作中心,,,,,,山东青岛,,,,,
中国-上海合作组织高等教育合作中心,,,,,,陕西西安,,,,,
中国-上海合作组织职业技术教育合作中心,,,,,,天津,,,,,
中国-上海合作组织绿色产业合作平台,,,,,,天津,,,,,
中国-上海合作组织数字经济合作平台,,,,,,天津,,,,,
中国-上海合作组织大数据合作中心中国广州数字技术培训基地,,,,,,广东广州,,,,,
中国-上海合作组织大数据合作中心中国重庆数字技术培训基地,,,,,,重庆,,,,,
中国-上海合作组织国际司法交流合作培训基地,,,,,,上海,,,,,
